cord_uid,type,sentence,sentence_tagged
drg733k9,full_text,175,class//NNS effective//JJ compound//NNS indigotica//NN like//IN flavonoid//NNS lignan//NNS production//NN ugt//NNS 
drg733k9,full_text,176,show//VBN Figure//NNP flavonoid//VBZ synthetic//JJ gene//NNS include//VBG flavonol//NN synthase//NN gene//NN fls//NN flavonoid//VBP hydroxylase//NN gene//NN gene//NN omt//NN annotate//VBN 
drg733k9,full_text,177,flavonoid//NNS related//JJ ugt//NNS identify//VBN suggest//VBD synthesis//NN diverse//JJ flavonoid//NNS indigotica//NN 
drg733k9,full_text,178,class//NN flavonoid//NNS report//VBN indigotica//NN 
drg733k9,full_text,179,validate//VB suppose//VBN flavonoid//NNS mass//JJ spectrometric//JJ analysis//NN perform//VBN 
drg733k9,full_text,180,profile//NNS eic//NN extract//VBD ion//NN chromatogram//NN present//VBN additional//JJ file//NN 
drg733k9,full_text,181,table//NN show//VBD extract//NN mass//NN calculate//VBN molecular//JJ formula//NN retention//NN time//NN putative//JJ flavonoid//NNS 
drg733k9,full_text,182,result//NN putative//JJ flavonol//NN glycoside//NNS identify//VBN indigotica//NN 
drg733k9,full_text,183,result//NN indicate//VBD existence//NN kaempferol//NN derivative//NNS indigotica//NN 
drg733k9,full_text,184,reveal//VBN ugt//NNS play//VBP important//JJ role//NN diversity//NN plant//NN secondary//JJ metabolite//NNS 
drg733k9,full_text,185,glycosylation//NN reaction//NNS flavonoid//NNS glycosylation//NN occur//VBZ different//JJ class//NNS natural//JJ product//NNS indole//NNS lignan//NNS stilbene//NNS 
drg733k9,full_text,186,indigotica//NN total//NN ugt//NNS identify//VBN classify//VBN family//NNS additional//JJ file//NN 
drg733k9,full_text,187,large//JJS ugt//NN family//NN comprise//VBN unigene//NNS 
drg733k9,full_text,188,family//NNS find//VBN transcriptome//NN indigotica//NN 
drg733k9,full_text,189,mean//NNS correlation//NN change//NNS transcriptional//JJ activity//NN gene//NN function//NN predict//VBN 
drg733k9,full_text,190,analysis//NN provide//VBZ opportunity//NNS explore//VB potential//JJ function//NN gene//NNS 
drg733k9,full_text,191,order//NN screen//VB candidate//NN ugt//NNS involve//VBN flavonoid//NN lignan//JJ biosynthesis//NN indigotica//NN transcriptome//NN analysis//NN accord//VBG expression//NN profile//NN homologous//JJ arabidopisis//NN ugt//NNS perform//VBN 
drg733k9,full_text,192,homologous//JJ arabidopisis//NN gene//NNS include//VBG ugt//NNS flavonol//NN synthesis//NN gene//NNS lignan//JJ synthesis//NN gene//NNS subject//VBN query//NN 
drg733k9,full_text,193,show//VBN Figure//NNP total//NN gene//NNS show//VBD great//JJR correlation//NN coefficient//NN gene//NNS mainly//RB classify//VBN major//JJ cluster//NNS 
drg733k9,full_text,194,cluster//NN mainly//RB general//JJ phenylpropanoid//JJ biosynthesis//NN gene//NNS include//VBG pal//NNS lignan//JJ biosynthesis//NN gene//NNS ccoaomt//NN cad//NN ccr//NN 
drg733k9,full_text,195,cluster//NN Cluster//NNP contain//VBD flavonoid//NN lignan//NN correlate//VBD gene//NNS respectively//RB 
drg733k9,full_text,196,located//JJ downstream//JJ lignan//JJ biosynthesis//NN classify//VBN cluster//NN 
drg733k9,full_text,197,correspondence//NN ugt//NNS cluster//NN regard//VBN lignan//NN glucosyltransferase//NN gene//NNS 
drg733k9,full_text,198,cluster//NN flavone//NN biosynthesis//NN gene//NNS chs//NN FLS//NNP correlate//VBN ugt//NNS 
drg733k9,full_text,199,know//VBN gene//NNS predict//VBN flavonol//NN glucosyltransferase//NN gene//NNS catalytic//JJ activity//NN correlative//JJ gene//NNS 
drg733k9,full_text,200,cluster//NN predict//VBN flavonol//NN glucosyltransferase//NN gene//NN base//VBN correlation//NN cluster//NN 
drg733k9,full_text,201,major//JJ cluster//NNS consider//VBN lignan//JJ glucosyltransferase//NN gene//NN accord//VBG correlation//NN 
drg733k9,full_text,202,summary//NN ugt//NNS predict//VBN lignan//JJ glucosyltransferase//NNS ugt//NNS classify//VBN flavone//NN glucosyltransferase//NNS 
drg733k9,full_text,203,increase//VBG availability//NN sequencing//NN plant//NN transcriptome//NN sequence//NNS appear//VBG increase//VBG number//NNS 
drg733k9,full_text,204,desire//NN understand//VB biosynthetic//JJ process//NNS bioactive//JJ compound//NNS indigotica//NN complete//JJ transcriptome//NN indigotica//NN sequence//VBN analyze//VBN 
drg733k9,full_text,205,technique//NN rna//NN sequencing//NN employ//VBN produce//VB database//NN express//VBN gene//NNS indigotica//NN 
drg733k9,full_text,206,order//NN obtain//VB maximized//JJ coverage//NN gene//NNS mixed//JJ rna//NN sample//NN different//JJ organ//NNS plant//NN construct//VB cdna//NN library//NN 
drg733k9,full_text,207,additional//JJ Solexa//NNP sequencing//NN carry//VBN enrich//VB abundance//NN isotig//NNS 
drg733k9,full_text,208,result//NNS show//VBD strategy//NN effective//JJ maximization//NN number//NN length//NN unigene//NNS 
drg733k9,full_text,209,gene//NNS low//JJ abundance//NN conditionally//RB express//VBN gene//NNS absent//JJ database//NN study//NN present//VBZ abundant//JJ genetic//JJ resource//NN concern//VBG important//JJ medicinal//JJ plant//NN indigotica//NN 
drg733k9,full_text,210,indole//JJ alkaloid//NNS flavonoid//NNS lignan//NNS major//JJ class//NNS biologically//RB active//JJ metabolite//NNS indigotica//NN 
drg733k9,full_text,211,base//VBN transcriptome//JJ annotation//NN indgotica//NN unigene//NNS code//VBG enzyme//NNS involve//VBN indole//NN terpenoid//NN phenylpropanoid//JJ biosynthesis//NN obtain//VBN novel//JJ 
drg733k9,full_text,212,pool//NN provide//VB candidate//NN synthetic//JJ gene//NNS investigation//NN certain//JJ catalytic//JJ step//NNS 
drg733k9,full_text,213,expression//NN pattern//NNS experiment//NNS synthetic//JJ gene//NNS generate//VB improve//VBN understanding//NN functional//JJ characteristic//NNS 
drg733k9,full_text,214,gene//NNS involve//VBN target//NN pathway//NNS encode//VBN multiple//JJ gene//NN member//NNS different//JJ organ//NN specific//JJ expression//NN pattern//NNS demonstrate//VBG complexity//NN biosynthesis//NN class//NNS compound//NNS indigotica//NN 
drg733k9,full_text,215,result//NNS support//VBD view//NN specific//JJ group//NNS phenylpropanoid//NNS terpenoid//NNS synthesize//VBN specific//JJ metabolic//JJ channel//NNS organize//VBN isoenzyme//NNS pathway//NNS 
drg733k9,full_text,216,distinctive//JJ response//NNS meja//NN provide//VB useful//JJ information//NN improve//VBG production//NN effective//JJ component//NNS genetic//JJ engineering//NN 
drg733k9,full_text,217,interestingly//RB transcript//NNS high//JJ expression//NN level//NN indigotica//NN plantlet//NN detect//VBN hairy//JJ root//NN 
drg733k9,full_text,218,transcription//NN gene//NNS happen//VB indigotica//FW hairy//JJ root//NNS low//JJ level//NN 
drg733k9,full_text,219,result//NN indicate//VBD specific//JJ characteristic//NNS secondary//JJ metabolite//NNS indigotica//FW hairy//JJ root//NNS 
drg733k9,full_text,220,tanscriptome//JJ analysis//NN well//JJR understanding//NN secondary//JJ metabolite//NNS indigotica//NN transcriptional//JJ level//NN provide//VBP useful//JJ information//NN metabolite//NNS 
drg733k9,full_text,221,biosynthesis//NN gene//NNS related//JJ known//JJ compound//NNS biosynthetic//JJ gene//NNS compound//NNS indigotica//NN indicate//VBN transcriptome//JJ annotation//NN 
drg733k9,full_text,222,metabolic//JJ profile//NN flavonoid//NNS verify//VBD catalytic//JJ action//NN putative//JJ fls//NN OMT//NNP related//JJ ugt//NNS 
drg733k9,full_text,223,hand//NN expect//VBN pathway//NNS secologanin//NN isoflavonoid//NNS identify//VBN indigotica//NN transcriptome//NN 
drg733k9,full_text,224,lack//NN synthetic//JJ gene//NNS indicate//VB absence//NN metabolite//NNS indigotica//NN 
drg733k9,full_text,225,low//JJ level//NN transcription//NN possibility//NN 
drg733k9,full_text,226,genome//NN wide//JJ analysis//NN draw//VB description//NN synthetic//JJ pathway//NNS 
drg733k9,full_text,227,gene//NN network//NN model//NNS coordinate//VBD gene//NN expression//NN transcriptomic//JJ profile//NN find//VBD wide//JJ variety//NN application//NNS system//NNS biology//NN 
drg733k9,full_text,228,construct//VBN network//NN demonstrate//VBD signal//NN pathway//NNS transcriptional//JJ regulating//NN network//NN function//NN gene//NNS plant//NN 
drg733k9,full_text,229,paper//NN analysis//NN indigotica//NN ugt//NNS base//VBN expression//NN profile//NN homologous//JJ arabidopsis//NN gene//NNS utilize//VBN functional//JJ prediction//NN 
drg733k9,full_text,230,integration//NN sequence//NN similarity//NN gene//NN profile//NNS allow//VBZ identification//NN conserve//VBN cluster//NNS multiple//JJ plant//NN specie//NNS comparative//JJ 
drg733k9,full_text,231,transcriptional//JJ analysis//NN base//VBN converse//VBN expression//NN specie//NNS permit//VB limited//JJ expression//NN value//NN identify//VB functional//JJ property//NNS 
drg733k9,full_text,232,application//NN sequencing//NN quantify//VB plant//NN transcriptional//JJ profile//NN generate//VB new//JJ opportunity//NNS study//VB metabolism//NN indigotica//NN 
drg733k9,full_text,233,base//NN transcriptome//JJ annotation//NN transcription//NN profile//NN indigotica//NN able//JJ establish//VB 
drg733k9,full_text,234,network//NN model//NNS provide//VB precise//JJ global//JJ insight//NNS secondary//JJ metabolite//NNS indigotica//NN 
drg733k9,full_text,235,summary//NN indigotica//NN suitable//JJ medicinal//JJ herbal//JJ model//NN investigate//VBG indole//JJ alkaloid//NNS terpenoid//NN phenylpropanoid//NNS biosynthesis//NN information//NN 
drg733k9,full_text,236,rna//NN sequencing//NN make//VBZ possible//JJ carry//VB analysis//NN indigotica//NN 
drg733k9,full_text,237,transcriptome//JJ annotation//NN present//VBZ abundant//JJ genetic//JJ resource//NN concern//VBG indigotica//NN date//NN 
drg733k9,full_text,238,serve//VB foundation//NN functional//JJ genomic//JJ research//NN effort//NNS provide//VB basis//NN improve//VBG production//NN active//JJ compound//NN genetic//JJ engineering//NN 
drg733k9,full_text,239,coa//NN ligase//NN aact//NN abp//NN diamina//NN oxidase//NN cinnamate//NN cad//NN cinnamyl//NN alcohol//NN dehydrogenase//NN ccoaomt//NN ccr//NN reductase//NN chi//NN chalconeisomerase//NN chs//NN chalcone//NN synthase//NN cmk//NN kinase//NN cpy//NN cytochrome//NN ddc//NN aromatic//JJ amino//NN acid//NN decarboxylase//NN dir//NN dirgent//NN dmapp//NN dimethylallyldiphosphate//NN DXS//NNP synthase//NN dxr//NN reductoisomerase//NN eic//NN extract//VBN ion//NN chromatogram//NN Flavonoid//NNP hydroxylase//NN fdps//NN farnesyldiphosphate//JJ synthase//NN fls//NN flavonol//NN synthase//NN fs//NN ii//CD flavone//NN synthase//NN ggpps//NN geranylgeranyldiphosphate//JJ synthase//NN gene//NN ontology//NN gpps//NN geranyl//NN pyrophosphate//NN synthase//NN hct//NN hdr//NN reductase//NN hds//NN diphosphatereductase//NN hmgr//NN reductase//NN hmgs//NN synthase//NN iamt//NN methyl//NN methyltransferase//NN ifs//NN isoflavon//NN synthase//NN ipdc//NN indolepyruvate//NN decarboxylase//NN ipp//NN isopentenyldiphosphate//NN iugt//NN kegg//NN kyotoencyclopedia//NN gene//NNS genome//NNS mct//NN cytidylyltransferase//NN mdc//NN mevalonate//VB pyrophosphate//NN decarboxylase//NN mdps//NN mds//NN synthase//NN meja//NN Methyl//NNP jasmonate//NN MK//NNP mevalonate//NN kinase//NN omt//NN orf//NN open//JJ reading//NN frame//NN pal//NN phenylalanine//NN phha//NN aromatic//JJ amino//NN acid//NN hydroxylase//NN plr//NN pinoresinol//NN lariciresinol//NN reductase//NN pmk//NN kinase//NN quantitative//JJ pcr//NN sdh//NN secoisolariciresinol//NN dehydrogenase//NN sts//NN stilbene//NN synthase//NN tal//NN tyrosine//NN tcm//NN traditional//JJ chinese//JJ medicine//NN ugt//NN glycosyltransferase//NNS tpp//NN tryptophanase//NN yucca//NN yucca//JJ family//NN monooxygenase//NN 
drg733k9,full_text,240,author//NNS declare//VBP compete//VBG interest//NNS 
drg733k9,full_text,241,jc//NN conceive//VBD study//NN build//VBD cdna//NN library//NNS perform//VBN sequencing//NN participate//VBN datum//NNS analysis//NN draft//VBD manuscript//NN 
drg733k9,full_text,242,lz//NN perform//VBD datum//NNS analysis//NN 
drg733k9,full_text,243,ql//NN carry//VBD annotation//NN unigene//NNS 
drg733k9,full_text,244,xd//NN rc//NN sg//NN participate//VBD chemical//JJ screening//NN datum//NNS analysis//NN 
drg733k9,full_text,245,xz//NN perform//VBD analysis//NN 
drg733k9,full_text,246,ls//NN contribute//VBD analysis//NN 
drg733k9,full_text,247,wc//NN initiate//VBD project//NN design//VBD study//NN participate//VBD study//NN coordination//NN 
drg733k9,full_text,248,author//NNS read//VBD approve//VBD final//JJ manuscript//NN 
hqs94hfa,abstract,0,world//NN pesticide//NN use//NN exceed//VBD billion//CD pound//NNS active//JJ ingredient//NN ai//NN late//JJS year//NN figure//NNS available//JJ 
hqs94hfa,abstract,1,herbicide//NNS chemical//NNS control//VB plant//NNS usually//RB weed//VBZ account//VBD large//JJS proportion//NN 
hqs94hfa,abstract,2,insecticide//NNS fungicide//NNS total//NN respectively//RB 
hqs94hfa,abstract,3,United//NNP States//NNP billion//CD pound//NNS ai//NN world//NN pesticide//NN consumption//NN 
hqs94hfa,abstract,4,herbicide//NNS large//JJS category//NN use//NN insecticide//NNS fungicide//VBZ total//JJ pesticide//NN market//NN 
hqs94hfa,abstract,5,fungicide//IN use//NN United//NNP States//NNP world//NN market//NNS similar//JJ insecticide//NNS heavily//RB globally//RB primarily//RB need//NN widespread//JJ mosquito//NN control//NN 
hqs94hfa,abstract,6,pesticide//NNS account//VBP world//NN United//NNP States//NNP pesticide//NN use//NN respectively//RB 
hqs94hfa,abstract,7,category//NNS include//VBN pesticide//NNS category//NN nematicide//NNS fumigant//NNS rodenticide//NNS molluscicide//NNS aquatic//JJ pesticide//NNS plus//CC chemical//NNS pesticide//NNS sulfur//NN oil//NNS 
hqs94hfa,abstract,8,specialty//NN biocide//NNS recreational//JJ industrial//JJ water//NN treatment//NN disinfectant//NNS sanitizer//NNS chlorine//NN hypochlorite//NNS disinfectant//NNS potable//JJ waste//NN recreational//JJ water//NN wood//NN preservative//NNS consider//VBN pesticide//NNS 
hqs94hfa,abstract,9,ai//NN purpose//NNS include//VBN pesticide//NN use//NN datum//NNS total//JJ ai//NN world//NN United//NNP States//NNP time//NNS high//JJR billion//CD pound//NNS ai//NN United//NNP States//NNP 
hqs94hfa,abstract,10,gross//JJ ai//NN figure//NNS accurately//RB reflect//VB happen//VBN world//NN agriculture//NN past//JJ year//NNS 
hqs94hfa,abstract,11,total//JJ pesticide//NN use//NN drop//VBN time//NN insecticide//NNS reflect//VB likely//JJ increase//NN use//NN insecticide//NNS West//NNP Nile//NNP virus//NN prevention//NN occur//VBN year//NNS fungicide//NNS 
hqs94hfa,abstract,12,addition//NN specific//JJ type//NNS ai//NN change//VBN 
hqs94hfa,abstract,13,trend//NN generally//RB decrease//VB use//NN toxic//JJ pesticide//NNS type//NNS replace//VB low//JJR risk//NN product//NNS low//JJR risk//NN human//NNS bird//NNS fish//NN beneficial//JJ insect//NNS 
hqs94hfa,full_text,0,discuss//VBG individual//JJ chemical//NNS principle//NNS pesticide//NN poison//VBG management//NN address//VBN 
hqs94hfa,full_text,1,important//JJ issue//NN proper//JJ diagnosis//NN 
hqs94hfa,full_text,2,intervention//NNS potentially//RB ineffective//JJ possibly//RB harmful//JJ 
hqs94hfa,full_text,3,possible//JJ label//NN suspect//VBN poison//NN 
hqs94hfa,full_text,4,contain//VB principle//NNS management//NN contact//NN information//NN manufacturer//NN 
hqs94hfa,full_text,5,local//JJ poison//NN control//NN center//NN National//NNP Pesticide//NNP Telecommunications//NNP Network//NNP Monday//NNP Friday//NNP available//JJ advice//NN 
hqs94hfa,full_text,6,coworker//NNS able//JJ identify//VB suspect//JJ chemical//NN Cooperative//NNP Extension//NNP Service//NNP agent//NNS serve//VB resource//NN commonly//RB chemical//NNS particular//JJ time//NNS year//NN specific//JJ crop//NNS 
hqs94hfa,full_text,7,remember//VB careful//JJ decontamination//NN patient//NN necessary//JJ prevent//VB possible//JJ injury//NN patient//NN possible//JJ injury//NN emergency//NN department//NN staff//NN 
hqs94hfa,full_text,8,physical//JJ decontamination//NN remove//VBG clothing//NN contact//NN chemical//NN wash//VBG skin//NN soap//NN water//NN copiously//RB irrigate//VBG eye//NNS important//JJ 
hqs94hfa,full_text,9,recent//JJ position//NN statement//NNS American//NNP Academy//NNP Clinical//NNP Toxicology//NNP European//NNP Association//NNP Poisons//NNPS Centres//NNPS Clinical//NNP Toxicologists//NNPS suggest//VBP gastric//JJ lavage//NN activate//VBN charcoal//NN cathartic//NNS ipecac//NN routinely//RB poison//VBN patient//NNS 
hqs94hfa,full_text,10,consider//VBN minute//NNS presentation//NN potentially//RB poison//NN ingest//VBN 
hqs94hfa,full_text,11,circumstance//NN contraindication//NNS exist//VBP use//NN lavage//NN contraindicate//VBN hydrocarbon//NN ingestion//NN cathartic//JJ volume//NN depletion//NN hypotension//NN electrolyte//NN imbalance//NN ingestion//NN corrosive//JJ substance//NN activate//VBN charcoal//NN unprotected//JJ airway//NN nonintact//JJ gastrointestinal//JJ gi//NN tract//NN hydrocarbon//NN ingestion//NN ipecac//NN nonalert//NN patient//NN ingestion//NN hydrocarbon//NN corrosive//JJ substance//NN 
hqs94hfa,full_text,12,widely//RB pesticide//NNS world//NN herbicide//NNS design//VBN kill//VB plant//NNS attack//NN plant//NN metabolic//JJ pathway//NNS exist//VB human//NNS animal//NNS 
hqs94hfa,full_text,13,general//JJ relatively//RB low//JJ animal//NN toxicity//NN 
hqs94hfa,full_text,14,hundred//NNS herbicide//NNS herbicide//NN mixture//NNS market//NN United//NNP States//NNP world//NN 
hqs94hfa,full_text,15,seven//CD pesticide//NN active//JJ ingredient//NNS herbicide//NNS 
hqs94hfa,full_text,16,chlorophenoxy//JJ herbicide//NNS plant//NN growth//NN regulator//NNS 
hqs94hfa,full_text,17,commonly//RB broadleaf//NN weed//VBD control//NN cereal//NN crop//NNS pasture//NNS 
